project,project_path,worker_name,session_id,harness,source_db,source_transcript,source_factory_logs,factory_session,spawn_id,spawn_at,cli,model,effort,transcript_join_key,transcript_joined,session_first_at,session_last_at,task_id,task_title,task_status,task_closed,task_created_at,task_closed_at,lease_acquired_at,lease_released_at,lease_terminal_event,send_back_count,urgent_stop_count,merge_required_count,close_reason,first_push_at,minutes_to_first_push,input_tokens,cached_input_tokens,cache_creation_input_tokens,output_tokens,reasoning_tokens,tool_calls,cost_usd,home
cas-src,/home/pippenz/Petrastella/cas-src,codex-strong-puma-16-10c3720b-2925-48a6-80fc-7ae2799f24f5,db:unknown:codex-strong-puma-16-10c3720b-2925-48a6-80fc-7ae2799f24f5,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-strong-puma-16-10c3720b-2925-48a6-80fc-7ae2799f24f5,no,,,cas-0d65,"cas hub lifecycle: bare `cas hub` shows status, start on a live hub reports version drift + ignored flags and offers restart, `cas update` restarts a stale hub",closed,yes,2026-09-01T12:31:46.059Z,2026-09-01T13:05:56.438Z,2026-09-01T12:50:55.167Z,2026-09-01T13:05:56.444Z,released,0,0,0,"Implemented the hub lifecycle fix and delivered local branch 4c18b6e2, merged by supervisor as epic commit 846f0911. Bare cas hub now reports status with record and binary versions; live starts detect version/listener/Tailscale drift and restart with requested settings; full cas update returns the installed version and restarts live stale hubs using recorded settings. Verification: cargo check -p cas --lib --tests passed; scripts/run-scoped-tests.sh -p cas --lib cli::hub passed 21 tests; scripts/run-scoped-tests.sh -p cas --lib cli::update passed 6 tests. No origin push/PR/gh per operator constraint.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-strong-puma-16-10c3720b-2925-48a6-80fc-7ae2799f24f5,db:unknown:codex-strong-puma-16-10c3720b-2925-48a6-80fc-7ae2799f24f5,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-strong-puma-16-10c3720b-2925-48a6-80fc-7ae2799f24f5,no,,,cas-6cc7,Task board is project-scoped: ready/list/blocked hide foreign-origin replicas by default (include_foreign opt-in),closed,yes,2026-09-01T12:14:34.008Z,2026-09-01T12:45:03.482Z,2026-09-01T12:15:52.705Z,2026-09-01T12:45:03.528Z,released,0,0,0,Delivered project-scoped task board filtering and include_foreign MCP opt-in. Supervisor merged cdfc3bad + 8462f113 into epic branch as local merge commit 3ac0faa6. Fresh cargo check passed; scoped regression passed 1/1. No push/PR/gh per operator constraint.,,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-ready-marten-56-52589ccd-1c6f-4eb4-bb87-ac8d50998bc9,db:unknown:codex-ready-marten-56-52589ccd-1c6f-4eb4-bb87-ac8d50998bc9,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-ready-marten-56-52589ccd-1c6f-4eb4-bb87-ac8d50998bc9,no,,,cas-0d65,"cas hub lifecycle: bare `cas hub` shows status, start on a live hub reports version drift + ignored flags and offers restart, `cas update` restarts a stale hub",closed,yes,2026-09-01T12:31:46.059Z,2026-09-01T13:05:56.438Z,2026-09-01T12:36:23.632Z,2026-09-01T12:50:37.847Z,released,0,0,0,"Implemented the hub lifecycle fix and delivered local branch 4c18b6e2, merged by supervisor as epic commit 846f0911. Bare cas hub now reports status with record and binary versions; live starts detect version/listener/Tailscale drift and restart with requested settings; full cas update returns the installed version and restarts live stale hubs using recorded settings. Verification: cargo check -p cas --lib --tests passed; scripts/run-scoped-tests.sh -p cas --lib cli::hub passed 21 tests; scripts/run-scoped-tests.sh -p cas --lib cli::update passed 6 tests. No origin push/PR/gh per operator constraint.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-ready-marten-56-52589ccd-1c6f-4eb4-bb87-ac8d50998bc9,db:unknown:codex-ready-marten-56-52589ccd-1c6f-4eb4-bb87-ac8d50998bc9,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-ready-marten-56-52589ccd-1c6f-4eb4-bb87-ac8d50998bc9,no,,,cas-beb5,"cas cloud purge-foreign classifies every local row as foreign — dry-run on cas-src would delete 4033/4033 tasks, 175/175 rules, 3/3 skills",closed,yes,2026-09-01T12:14:23.177Z,2026-09-01T12:35:55.238Z,2026-09-01T12:15:59.422Z,2026-09-01T12:34:18.731Z,released,0,0,2,"Delivered and merged locally: f909a2e1a54b799122b716581ba58ef85f2218e3 is reachable from epic/epic-cross-project-task-identity-one-task-one-owne-cas-f726 at c46def03. Purge-foreign now classifies only explicitly attributed foreign rows, retains NULL/blank legacy tasks, deletes concrete IDs with scoped dependency edges, and hard-refuses >50% foreign tasks or any proven foreign attributed rule even with --force. Verification receipts: cargo check -p cas --lib --tests exited 0; scripts/run-scoped-tests.sh --proof -p cas --lib exited 0 with 4,989/4,989 passed and 6 skipped; surface covered origin/main c912419a. Clean tree confirmed. No real purge-foreign run performed.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-true-salmon-86-07acca1a-4f17-46c9-b6d8-efcf7c6f1260,db:unknown:codex-true-salmon-86-07acca1a-4f17-46c9-b6d8-efcf7c6f1260,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-true-salmon-86-07acca1a-4f17-46c9-b6d8-efcf7c6f1260,no,,,cas-019b,"`cas list` reports workers: 0 for a factory session with 5 live workers — count from the agent registry, not stale session metadata",closed,yes,2026-09-01T12:31:56.245Z,2026-09-01T13:07:14.499Z,2026-09-01T12:44:24.532Z,2026-09-01T13:06:42.626Z,released,0,0,2,"Supervisor merged d4e62db9 and 856c1eb7 into the epic branch as merge commit 889ffb71 (local only). Delivery and proof receipts are recorded in task notes; final proof was 4,998 passed, 6 skipped with complete proof-surface coverage.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-true-salmon-86-07acca1a-4f17-46c9-b6d8-efcf7c6f1260,db:unknown:codex-true-salmon-86-07acca1a-4f17-46c9-b6d8-efcf7c6f1260,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-true-salmon-86-07acca1a-4f17-46c9-b6d8-efcf7c6f1260,no,,,cas-3b29,Deflake the remaining PTY-timing test family: pty_runner test_spawn_echo + cas-pty esc_byte echo — third queue-cycle burn today,closed,yes,2026-08-20T17:40:53.513Z,2026-09-01T13:49:09.759Z,2026-09-01T13:24:22.652Z,2026-09-01T13:41:05.294Z,released,0,0,2,"Supervisor close of merged-before-close delivery. Test-only deflake of the PTY-timing family (d836fbb9 red pin + 76195073) merged into epic/epic-github-issue-burn-down-v23-dependency-edge-sy-cas-3eb4 as 7fd3e8be; hunks confined to cas-pty pty.rs `mod tests` and cas-tui-test test paths. Worker receipts: cas-pty --lib 135/135, cas-tui-test --lib 89/89, example_test 10/10, tui_e2e_test (test-tui) 8/8; 20/20 concurrent-load runs for esc_byte_reaches_pty_child_verbatim, pty_runner::tests::test_spawn_echo and example_test::test_vt_parser while cargo build --workspace ran; rustfmt clean on touched files. Acceptance item 4 (clean queue run after landing) will be evidenced by the v23 integration PR's merge-queue run.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-kind-heron-83-fa96d874-3d02-42aa-8db9-1cb5c07ae17f,db:unknown:codex-kind-heron-83-fa96d874-3d02-42aa-8db9-1cb5c07ae17f,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-kind-heron-83-fa96d874-3d02-42aa-8db9-1cb5c07ae17f,no,,,cas-0cef,"GH #652: gabber-studio push queue wedged at 2,163 never-pushed changes with duplicate entries — dedupe enqueue, drain, and make the doctor remediation path runnable",closed,yes,2026-09-01T13:45:44.314Z,2026-09-01T14:50:51.727Z,2026-09-01T14:12:00.703Z,2026-09-01T14:32:12.800Z,released,0,0,2,Delivered commit 32147d648a915f731ff81ed34843835894ae43ea was merged locally into epic/epic-github-issue-burn-down-v23-dependency-edge-sy-cas-3eb4 as merge commit 8ec1a09c; supervisor verified cargo check -p cas --lib --tests on the merged tree exited 0. The live gabber-studio / petra-stella-cloud drain and purge-foreign dry-run are deferred to the v3.9.0 release close-out because they need the released binary; the running 3.8.0 lacks this code.,,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-kind-heron-83-fa96d874-3d02-42aa-8db9-1cb5c07ae17f,db:unknown:codex-kind-heron-83-fa96d874-3d02-42aa-8db9-1cb5c07ae17f,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-kind-heron-83-fa96d874-3d02-42aa-8db9-1cb5c07ae17f,no,,,cas-2cce,"GH #668 (client): treat an LWW skip as an acknowledgement, consume per-row push reasons when present, and auto-requeue version-gated terminal failures once the client meets the server minimum",closed,yes,2026-09-01T13:44:56.262Z,2026-09-01T14:11:30.990Z,2026-09-01T13:47:04.602Z,2026-09-01T14:09:07.199Z,released,0,0,2,Supervisor confirmed local merge of this delivery into epic/epic-github-issue-burn-down-v23-dependency-edge-sy-cas-3eb4 as merge commit d0644a90. Implementation commit 24dc813d passed cargo check and the scoped syncer suite (87 tests passed).,,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-wild-salmon-78-f3d5f52c-071c-4df6-82b5-6c6bfb10dc4f,db:unknown:codex-wild-salmon-78-f3d5f52c-071c-4df6-82b5-6c6bfb10dc4f,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-wild-salmon-78-f3d5f52c-071c-4df6-82b5-6c6bfb10dc4f,no,,,cas-052a,GH #670: spawn_workers must provision the worktree in the task's target_repo (start point resolved there) or fail fast with an explicit cross-repo message,closed,yes,2026-09-01T13:45:55.372Z,2026-09-01T14:14:58.375Z,2026-09-01T13:47:06.159Z,2026-09-01T14:14:16.329Z,released,0,0,1,"Supervisor confirmed local merge of delivered commit 55fa16079c28fa2993653753d400e1f49f4482d1 into epic/epic-github-issue-burn-down-v23-dependency-edge-sy-cas-3eb4 as merge commit 8ff94d85. Merged-tree cargo check passed. Cross-repository spawn provisioning, explicit failure handling, receipts, and target-root cleanup are delivered and verified.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-clever-heron-86-02ae77bf-6b00-47d3-9338-720af2882b18,db:unknown:codex-clever-heron-86-02ae77bf-6b00-47d3-9338-720af2882b18,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-clever-heron-86-02ae77bf-6b00-47d3-9338-720af2882b18,no,,,cas-616e,"GH #639: sync task dependency edges to cloud as a `task_dependencies` entity (push on change, pull, CRUD delete)",closed,yes,2026-09-01T13:43:47.388Z,2026-09-01T14:16:13.859Z,2026-09-01T13:47:06.771Z,2026-09-01T14:15:16.865Z,released,0,0,1,"Delivered in local epic merge commit bccff4f7 from worker commit afbf1783. Supervisor verified `cargo check -p cas --lib --tests` on the merged tree exited 0. Deployed read-only team pull probe returned `task_dependencies` as an array with 1526 rows. Scoped receipts on the worker tree: syncing_task 15/15, sync_queue 24/24, syncer 84/84. No origin push, PR, gh, or deploy performed per epic policy.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-calm-crane-46-53891d8e-0b13-436b-a49e-4fa12ac40b68,db:unknown:codex-calm-crane-46-53891d8e-0b13-436b-a49e-4fa12ac40b68,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-calm-crane-46-53891d8e-0b13-436b-a49e-4fa12ac40b68,no,,,cas-cffd,"GH #669 (client): one canonical project identity — normalize slug vs git-remote aliases (case-insensitive host/org) at registration, push, pull and ownership matching",closed,yes,2026-09-01T13:45:20.279Z,2026-09-01T15:05:57.815Z,2026-09-01T13:49:44.040Z,2026-09-01T14:34:22.616Z,released,0,0,1,"Delivered canonical project identity alias handling in dcc785dc (with the handoff merge); supervisor merged it into the local epic as aa73a384. The directional pin normalizer preserves server-resolved slug adoption, and project_ids_match provides case-insensitive slug/remote alias ownership matching for pull dependencies, purge-foreign, team memories, and ambiguity checks. Verification: cargo check exited 0; final committed-surface proof passed 5057/5057 tests with 6 skipped; focused receipts config 103/103, pull 29/29, team_push 7/7, cli/cloud 69/69 (merged tree 70/70), doctor 42/42, team_registration 13/13. `cas cloud project --adopt-aliases` live run on gabber-studio is intentionally deferred to the v3.9.0 release close-out because it requires the released binary; no real store was modified.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-bright-gazelle-52-f17c1fb6-22d6-4223-8dc9-049ddca29e3c,db:unknown:codex-bright-gazelle-52-f17c1fb6-22d6-4223-8dc9-049ddca29e3c,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-bright-gazelle-52-f17c1fb6-22d6-4223-8dc9-049ddca29e3c,no,,,cas-24ee,"Release v3.8.0 close-out: host update to 3.8.0, stale-hub restart verified, then execute the three live task moves with the new binary",closed,yes,2026-09-01T13:44:40.522Z,2026-09-01T14:48:34.680Z,2026-09-01T13:53:33.133Z,2026-09-01T13:55:58.513Z,released,0,0,0,"Release v3.8.0 close-out complete. Step 1 (clever-swan-14): first `cas update -y` (executed by 3.7.7) installed 3.8.0 but could not restart the hub (hook exists only in 3.8.0); second `cas update -y` (executed by 3.8.0) logged ""cas update: restarting stale hub (pid 657515, version 3.7.7 -> 3.8.0)"", hub now pid 1983219 at version 3.8.0 / binary 3.8.0 — cross-version gap fixed in cas-e6dd (merged for the next release). Step 2: `git diff --stat v3.7.7 v3.8.0 -- hub-web` empty → hub-web unchanged, no hosted Commander deploy needed. Step 3 (supervisor, on a reconnected 3.8.0 cas serve, 14:44Z): origin_project moves cas-e545→pulse-card, cas-ac73→pulse-card, cas-a07c→gabber-studio accepted with decision notes; daemon pushed within seconds; owner-keyed rows verified (pulse-card: cas-ac73 closed 08-31 21:25Z, cas-e545 closed 08-31 22:51Z; gabber-studio: cas-a07c closed 08-31 18:42Z) but the replacement upserts re-created the cas-src-keyed rows (design gap filed as cas-9b54); supervisor issued DELETE /sync/task/<id>?project_id=cas-src for the three (all 200 {""deleted"":true}); post-delete pulls: cas-src returns none of the three, pulse-card returns two, gabber-studio one; cas-src board shows 0 of them. Artifacts: ~/.cas/artifacts/cas-24ee/ (steps 1-2), receipts in this note (step 3).",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-jolly-dragon-94-f0892b9e-b36c-4903-b18f-89bbada95f98,db:unknown:codex-jolly-dragon-94-f0892b9e-b36c-4903-b18f-89bbada95f98,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-jolly-dragon-94-f0892b9e-b36c-4903-b18f-89bbada95f98,no,,,cas-7d0c,"GH #668 (server, petra-stella-cloud): push response carries per-row outcome + reason (project_mismatch, scope_mismatch, revision_conflict/LWW) alongside the aggregate counts",closed,yes,2026-09-01T13:45:06.757Z,2026-09-03T20:33:55.093Z,2026-09-01T13:56:39.977Z,2026-09-01T14:00:01.707Z,released,0,0,0,"Tracking row for the server half of GH #668. Delivered on the receiving board: Richards-LLC/petra-stella-cloud#57 closed 2026-09-03T17:24:29Z (their task cas-85ccc122165ba488), merged to petra-stella-cloud main in PRs #61/#62 (17:46Z, 20:01Z). No cas-src code was intended for this row (parked as a cross-project proposal 2026-09-01). Client half tracked as cas-f64e.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-jolly-dragon-94-f0892b9e-b36c-4903-b18f-89bbada95f98,db:unknown:codex-jolly-dragon-94-f0892b9e-b36c-4903-b18f-89bbada95f98,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-jolly-dragon-94-f0892b9e-b36c-4903-b18f-89bbada95f98,no,,,cas-e6dd,cas update: run the NEW binary's post-update hook after the swap so a stale hub restarts on the same run (cross-version boundary),closed,yes,2026-09-01T13:53:01.623Z,2026-09-01T14:26:38.038Z,2026-09-01T14:00:15.478Z,2026-09-01T14:26:38.042Z,released,1,0,1,"Corrective delivery complete in local commits e798cbc416211d0fd875e57424086e1e7d64c391 and 035a05562f0794a050418a35e7f28b08d479cb23. The post-swap child now uses updater.bin_install_path captured before replacement, strips a trailing ` (deleted)`, and reports child-launch failure on one line while allowing the existing in-process hub restart fallback. Corrective tests cover destination path and deleted suffix. Receipts: cargo check exit 0; update proof exit 0 with 6 passed/5013 skipped and committed-diff coverage; cli::hub exit 0 with 26 passed/4993 skipped; clean diff checks. Supervisor merge_request sent; no push per explicit epic policy.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-patient-falcon-29-3ea093e5-d048-40c4-8b29-1cb3ce5865f7,db:unknown:codex-patient-falcon-29-3ea093e5-d048-40c4-8b29-1cb3ce5865f7,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-patient-falcon-29-3ea093e5-d048-40c4-8b29-1cb3ce5865f7,no,,,cas-0cef,"GH #652: gabber-studio push queue wedged at 2,163 never-pushed changes with duplicate entries — dedupe enqueue, drain, and make the doctor remediation path runnable",closed,yes,2026-09-01T13:45:44.314Z,2026-09-01T14:50:51.727Z,2026-09-01T14:32:51.103Z,2026-09-01T14:48:42.388Z,released,0,0,2,Delivered commit 32147d648a915f731ff81ed34843835894ae43ea was merged locally into epic/epic-github-issue-burn-down-v23-dependency-edge-sy-cas-3eb4 as merge commit 8ec1a09c; supervisor verified cargo check -p cas --lib --tests on the merged tree exited 0. The live gabber-studio / petra-stella-cloud drain and purge-foreign dry-run are deferred to the v3.9.0 release close-out because they need the released binary; the running 3.8.0 lacks this code.,,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-daring-crow-48-46544829-d4a1-4c63-8e17-022f22322512,db:unknown:codex-daring-crow-48-46544829-d4a1-4c63-8e17-022f22322512,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-daring-crow-48-46544829-d4a1-4c63-8e17-022f22322512,no,,,cas-cffd,"GH #669 (client): one canonical project identity — normalize slug vs git-remote aliases (case-insensitive host/org) at registration, push, pull and ownership matching",closed,yes,2026-09-01T13:45:20.279Z,2026-09-01T15:05:57.815Z,2026-09-01T14:35:11.064Z,2026-09-01T15:05:57.823Z,released,0,0,1,"Delivered canonical project identity alias handling in dcc785dc (with the handoff merge); supervisor merged it into the local epic as aa73a384. The directional pin normalizer preserves server-resolved slug adoption, and project_ids_match provides case-insensitive slug/remote alias ownership matching for pull dependencies, purge-foreign, team memories, and ambiguity checks. Verification: cargo check exited 0; final committed-surface proof passed 5057/5057 tests with 6 skipped; focused receipts config 103/103, pull 29/29, team_push 7/7, cli/cloud 69/69 (merged tree 70/70), doctor 42/42, team_registration 13/13. `cas cloud project --adopt-aliases` live run on gabber-studio is intentionally deferred to the v3.9.0 release close-out because it requires the released binary; no real store was modified.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-quiet-panther-91-cf304d7c-bda3-40a7-832d-fd2921f70590,db:unknown:codex-quiet-panther-91-cf304d7c-bda3-40a7-832d-fd2921f70590,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-quiet-panther-91-cf304d7c-bda3-40a7-832d-fd2921f70590,no,,,cas-3c6f,"GH #640: self-heal dependency edges on every pull/sync — push local edges the cloud lacks, re-create pulled edges locally, no backfill command",closed,yes,2026-09-01T13:43:57.495Z,2026-09-01T15:10:30.636Z,2026-09-01T14:36:10.614Z,2026-09-01T15:10:30.645Z,released,0,0,1,"Implemented and locally verified GH #640 dependency-edge healing in pull.rs/mod.rs with heal_ tests. Supervisor merged 119a6ba3 + d9d67c4d into the epic branch as merge commit 855982fd; merged-tree cargo check exited 0 and cloud::syncer proof passed 100/100. The ""deleted edge not resurrected across clients"" acceptance line remains gated on the cloud tombstone feed from proposal f015187f; same-envelope delete rows are already suppressed defensively, and pending local deletes are protected. No origin push, PR, or gh used.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-tender-phoenix-57-3ddddbb2-aa58-4b53-b411-f05aa8f47605,db:unknown:codex-tender-phoenix-57-3ddddbb2-aa58-4b53-b411-f05aa8f47605,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-tender-phoenix-57-3ddddbb2-aa58-4b53-b411-f05aa8f47605,no,,,cas-9b54,Task move re-creates the old cloud key: the replacement upsert is pushed under the pusher's project_id instead of the new owner's — move must send the upsert keyed to the destination project,closed,yes,2026-09-01T14:47:06.142Z,2026-09-01T15:14:46.767Z,2026-09-01T14:48:42.864Z,2026-09-01T15:13:04.122Z,released,0,0,2,"Supervisor close of merged delivery (worker tender-phoenix-57 at ~3% context). 15773c3e (red tests) + dec02b71 merged into epic/epic-github-issue-burn-down-v23-dependency-edge-sy-cas-3eb4 as c7c5eb12; merged-tree cargo check exit 0. Move upserts and later edits of a foreign-owned task now carry the destination project_id in the team queue (enqueue_for_team_project) and team push partitions upserts by target project so the envelope's project_canonical_id is the destination; mock-cloud team_sync_test proves DELETE(project-a) → POST(project-b) with destination origin_project (16/16), sync_queue 25/25, syncing_task 16/16, syncer 90/90. Not yet proven live: that the production push route accepts an envelope keyed to another registered project — re-verify at the v3.9.0 close-out with a real move; if rejected, fall back per the task description. Pull-side task delete tombstones remain a cloud-contract item (proposal f015187f family).",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-ready-gopher-13-93da7e17-823b-462c-9f5c-9190f5516628,db:unknown:codex-ready-gopher-13-93da7e17-823b-462c-9f5c-9190f5516628,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-ready-gopher-13-93da7e17-823b-462c-9f5c-9190f5516628,no,,,cas-0102,"Align cas-cli/tests/push_skipped_test.rs with the cas-2cce contract: an aggregate skip is an LWW acknowledgement, not a visible failed queue item",closed,yes,2026-09-01T15:19:11.782Z,2026-09-01T15:25:54.978Z,2026-09-01T15:19:33.412Z,2026-09-01T15:25:54.982Z,released,0,0,0,"Test-only cas-2cce contract alignment delivered in df823e2b4b8094c793170b33f7f76c97560a3156. Renamed aggregate skip coverage to skipped_response_is_acknowledged_as_lww and now asserts pushed_entries=1, no errors, queue removal, and zero failed rows. Added per_row_rejected_outcome_stays_visible_with_reason asserting a row-level rejected outcome parks one visible queue item with project_mismatch. Fresh scoped receipts: push_skipped_test exit 0, nextest e1aee8fa-2ba8-48b5-b79c-6461b60d94cc, 5/5 passed; team_sync_test exit 0, nextest 6e75d87c-7a09-4e5c-989a-0bb603afef1c, 16/16 passed. Targeted rustfmt and git diff --check passed; clean-tree receipt passed. Local-only per supervisor policy; merge_request sent.",,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-ready-gopher-13-93da7e17-823b-462c-9f5c-9190f5516628,db:unknown:codex-ready-gopher-13-93da7e17-823b-462c-9f5c-9190f5516628,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-ready-gopher-13-93da7e17-823b-462c-9f5c-9190f5516628,no,,,cas-321f,"GH #673: task_ready (auto-unblock) must wake the idle PTY assignee — deliver a synthetic ""your task is unblocked, start it"" message instead of relying on the stall detector",closed,yes,2026-09-01T14:47:18.891Z,2026-09-01T15:13:05.430Z,2026-09-01T14:48:47.999Z,2026-09-01T15:10:54.450Z,released,0,0,2,Supervisor reviewed and merged commit 7ceda47b7bcfae1f6aa2b32163685f9b4500e103 into epic/epic-github-issue-burn-down-v23-dependency-edge-sy-cas-3eb4 as merge commit 373b745398630d90cf52c21949063f7bbbf80ba2. Merged-tree cargo check -p cas --lib --tests passed with exit 0. Worker delivery and scoped test receipts are recorded in prior notes.,,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-warm-panther-3-f1069d0d-446e-4be9-8437-5d454b7e84fb,db:unknown:codex-warm-panther-3-f1069d0d-446e-4be9-8437-5d454b7e84fb,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-warm-panther-3-f1069d0d-446e-4be9-8437-5d454b7e84fb,no,,,cas-a0c4,"GH #672: worker MCP proxy allowlist never admits external tools (every entry format denied) + stale stdio interpreter paths fail silently into backoff (surface executable_missing, doctor check)",closed,yes,2026-09-01T14:47:32.404Z,2026-09-01T15:32:39.298Z,2026-09-01T14:53:32.703Z,2026-09-01T15:32:16.369Z,released,0,0,2,Supervisor merged ab60030a + f8b7eea1 into the local epic as conflict-free merge commit f0b3a8f8. Implementation and fresh proofs are complete: cargo check passed; code-mode-mcp 51/51; mcp_proxy_test 14/14; cli::doctor 43 passed; system_proxy_health 3/3. Live allowlist validation with a real worker proxy.toml is deferred to the v3.9.0 release close-out. No push/PR/gh performed.,,,0,0,0,0,0,0,,default
cas-src,/home/pippenz/Petrastella/cas-src,codex-calm-kestrel-47-d37f58fc-c3d2-4b77-b9c8-fab8fd4eafb7,db:unknown:codex-calm-kestrel-47-d37f58fc-c3d2-4b77-b9c8-fab8fd4eafb7,db,/home/pippenz/Petrastella/cas-src/.cas/cas.db,,/home/pippenz/Petrastella/cas-src/.cas/logs,,,,,,,codex-calm-kestrel-47-d37f58fc-c3d2-4b77-b9c8-fab8fd4eafb7,no,,,cas-25e8,"Cross-project task move still re-creates the old cloud key on v3.9.0 (live): update enqueues an unkeyed pre-move upsert alongside the move rows, and the destination-keyed upsert never appears under the destination project",closed,yes,2026-09-01T16:42:01.389Z,2026-09-01T17:00:40.382Z,2026-09-01T16:44:03.342Z,2026-09-01T16:58:46.634Z,released,0,0,1,Delivered commits d6d57f3d601b6a33947c30c88cb5a53301205621 (test-first regression) and f482365f53e3b7151513f5f084fae92d7919bbb3 (implementation) were reviewed and merged locally into epic/epic-v3-9-1-fixes-cross-project-move-re-creates-ol-cas-3c72 as merge commit cf18b016. Merged-tree cargo check -p cas --lib --tests exited 0. Focused and final library proofs passed before handoff. The live scratch-task move proof (old key empty and destination populated after one push) is executed by the supervisor at v3.9.1 close-out because it requires the released binary in the daemon.,,,0,0,0,0,0,0,,default
